ciclo,id_entidad_federativa,entidad_federativa,id_municipio,municipio,tomas_pagadas,monto_agua,monto_recaudado_percapita,lugar_estatal_percapita,lugar_nacional_percapita,promedio_recaudacion_percapita_estatal,promedio_recaudacion_percapita_nacional,poblacion
2019,20,Oaxaca,472,Santiago Laollaga,0,0,0,287,1873,31,166,3326
2020,20,Oaxaca,472,Santiago Laollaga,0,0,0,295,1884,31,162,3361
2021,20,Oaxaca,472,Santiago Laollaga,0,0,0,313,1909,34,176,3361
2022,20,Oaxaca,472,Santiago Laollaga,0,0,0,314,1933,40,197,3361
2023,20,Oaxaca,472,Santiago Laollaga,0,0,0,350,1945,52,212,3361
2024,20,Oaxaca,472,Santiago Laollaga,5,25740,8,271,1729,50,225,3361
2010,20,Oaxaca,473,Santiago Laxopa,37,7500,5,275,1608,20,92,1394
2011,20,Oaxaca,473,Santiago Laxopa,48,11250,8,199,1515,21,100,1394
2012,20,Oaxaca,473,Santiago Laxopa,0,0,0,260,1819,22,111,1394
2013,20,Oaxaca,473,Santiago Laxopa,93,11050,8,198,1539,47,117,1394
2014,20,Oaxaca,473,Santiago Laxopa,93,10000,7,206,1579,59,125,1394
2015,20,Oaxaca,473,Santiago Laxopa,96,10370,8,217,1562,54,125,1292
2016,20,Oaxaca,473,Santiago Laxopa,27,1500,1,282,1818,61,136,1292
2017,20,Oaxaca,473,Santiago Laxopa,40,6870,5,261,1688,34,147,1292
2018,20,Oaxaca,473,Santiago Laxopa,89,7900,6,282,1682,41,151,1292
2019,20,Oaxaca,473,Santiago Laxopa,449,13160,10,210,1583,31,166,1292
2020,20,Oaxaca,473,Santiago Laxopa,408,11950,9,227,1601,31,162,1291
2021,20,Oaxaca,473,Santiago Laxopa,204,7190,6,260,1724,34,176,1291
2022,20,Oaxaca,473,Santiago Laxopa,0,0,0,314,1933,40,197,1291
2023,20,Oaxaca,473,Santiago Laxopa,0,11500,9,273,1713,52,212,1291
2024,20,Oaxaca,473,Santiago Laxopa,15,10410,8,266,1721,50,225,1291
2010,20,Oaxaca,474,Santiago Llano Grande,195,25950,8,245,1525,20,92,3260
2011,20,Oaxaca,474,Santiago Llano Grande,0,0,0,305,1839,21,100,3260
2012,20,Oaxaca,474,Santiago Llano Grande,0,0,0,260,1819,22,111,3260
2013,20,Oaxaca,474,Santiago Llano Grande,0,0,0,285,1845,47,117,3260
2014,20,Oaxaca,474,Santiago Llano Grande,0,0,0,264,1812,59,125,3260
2015,20,Oaxaca,474,Santiago Llano Grande,0,0,0,298,1832,54,125,3284
2016,20,Oaxaca,474,Santiago Llano Grande,0,0,0,293,1852,61,136,3284
2017,20,Oaxaca,474,Santiago Llano Grande,3,150,0,314,1875,34,147,3284
2018,20,Oaxaca,474,Santiago Llano Grande,9,450,0,347,1913,41,151,3284
2019,20,Oaxaca,474,Santiago Llano Grande,0,0,0,287,1873,31,166,3284
2020,20,Oaxaca,474,Santiago Llano Grande,11,330,0,295,1884,31,162,3440
2021,20,Oaxaca,474,Santiago Llano Grande,1,250,0,313,1909,34,176,3440
2022,20,Oaxaca,474,Santiago Llano Grande,0,17570,5,278,1784,40,197,3440
2023,20,Oaxaca,474,Santiago Llano Grande,0,17570,5,299,1799,52,212,3440
2024,20,Oaxaca,474,Santiago Llano Grande,25,10170,3,305,1842,50,225,3440
2010,20,Oaxaca,475,Santiago Matatlán,220,47200,5,281,1623,20,92,9653
2011,20,Oaxaca,475,Santiago Matatlán,220,1000,0,305,1839,21,100,9653
2012,20,Oaxaca,475,Santiago Matatlán,4548,177371,18,137,1323,22,111,9653
2013,20,Oaxaca,475,Santiago Matatlán,8311,324138,34,107,1153,47,117,9653
2014,20,Oaxaca,475,Santiago Matatlán,8311,302079,31,117,1214,59,125,9653
2015,20,Oaxaca,475,Santiago Matatlán,8311,198668,21,153,1336,54,125,9681
2016,20,Oaxaca,475,Santiago Matatlán,8433,270624,28,148,1291,61,136,9681
2017,20,Oaxaca,475,Santiago Matatlán,8435,280296,29,149,1297,34,147,9681
2018,20,Oaxaca,475,Santiago Matatlán,8378,276092,29,176,1320,41,151,9681
2019,20,Oaxaca,475,Santiago Matatlán,1177,206567,21,159,1405,31,166,9681
2020,20,Oaxaca,475,Santiago Matatlán,1563,462129,45,95,1170,31,162,10175
2021,20,Oaxaca,475,Santiago Matatlán,1602,965169,95,62,950,34,176,10175
2022,20,Oaxaca,475,Santiago Matatlán,1583,679186,67,90,1127,40,197,10175
2023,20,Oaxaca,475,Santiago Matatlán,1347,683648,67,110,1156,52,212,10175
2024,20,Oaxaca,475,Santiago Matatlán,311,705359,69,104,1152,50,225,10175
2010,20,Oaxaca,476,Santiago Miltepec,70,10070,25,118,1165,20,92,409
2011,20,Oaxaca,476,Santiago Miltepec,70,5510,13,165,1385,21,100,409
2012,20,Oaxaca,476,Santiago Miltepec,70,3070,8,191,1533,22,111,409
2013,20,Oaxaca,476,Santiago Miltepec,83,3830,9,190,1508,47,117,409
2014,20,Oaxaca,476,Santiago Miltepec,83,3110,8,202,1567,59,125,409
2015,20,Oaxaca,476,Santiago Miltepec,83,3840,10,205,1512,54,125,393
2016,20,Oaxaca,476,Santiago Miltepec,77,2670,7,232,1617,61,136,393
2017,20,Oaxaca,476,Santiago Miltepec,110,9870,25,159,1331,34,147,393
2018,20,Oaxaca,476,Santiago Miltepec,124,9959,25,186,1355,41,151,393
2019,20,Oaxaca,476,Santiago Miltepec,150,9610,24,143,1361,31,166,393
2020,20,Oaxaca,476,Santiago Miltepec,144,9275,22,167,1391,31,162,421
2021,20,Oaxaca,476,Santiago Miltepec,109,9400,22,174,1423,34,176,421
2022,20,Oaxaca,476,Santiago Miltepec,0,11940,28,160,1406,40,197,421
2023,20,Oaxaca,476,Santiago Miltepec,70,16330,39,164,1352,52,212,421
2024,20,Oaxaca,476,Santiago Miltepec,88,19320,46,141,1299,50,225,421
2010,20,Oaxaca,477,Santiago Minas,0,0,0,377,1885,20,92,1430
2011,20,Oaxaca,477,Santiago Minas,0,0,0,305,1839,21,100,1430
2012,20,Oaxaca,477,Santiago Minas,0,0,0,260,1819,22,111,1430
2013,20,Oaxaca,477,Santiago Minas,0,0,0,285,1845,47,117,1430
2014,20,Oaxaca,477,Santiago Minas,0,0,0,264,1812,59,125,1430
2015,20,Oaxaca,477,Santiago Minas,0,0,0,298,1832,54,125,1445
2016,20,Oaxaca,477,Santiago Minas,0,0,0,293,1852,61,136,1445
2017,20,Oaxaca,477,Santiago Minas,0,0,0,314,1875,34,147,1445
2018,20,Oaxaca,477,Santiago Minas,0,0,0,347,1913,41,151,1445
2019,20,Oaxaca,477,Santiago Minas,0,0,0,287,1873,31,166,1445
2020,20,Oaxaca,477,Santiago Minas,0,0,0,295,1884,31,162,1327
2021,20,Oaxaca,477,Santiago Minas,0,0,0,313,1909,34,176,1327
2022,20,Oaxaca,477,Santiago Minas,0,0,0,314,1933,40,197,1327
2023,20,Oaxaca,477,Santiago Minas,0,0,0,350,1945,52,212,1327
2024,20,Oaxaca,477,Santiago Minas,0,0,0,325,1925,50,225,1327
2010,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,377,1885,20,92,1913
2011,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,305,1839,21,100,1913
2012,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,260,1819,22,111,1913
2013,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,285,1845,47,117,1913
2014,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,264,1812,59,125,1913
2015,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,298,1832,54,125,1785
2016,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,293,1852,61,136,1785
2017,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,314,1875,34,147,1785
2018,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,347,1913,41,151,1785
2019,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,287,1873,31,166,1785
2020,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,295,1884,31,162,1599
2021,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,313,1909,34,176,1599
2022,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,314,1933,40,197,1599
2023,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,350,1945,52,212,1599
2024,20,Oaxaca,478,Santiago Nacaltepec,0,0,0,325,1925,50,225,1599
2010,20,Oaxaca,479,Santiago Nejapilla,15,2280,10,215,1443,20,92,219
2011,20,Oaxaca,479,Santiago Nejapilla,15,252,1,283,1798,21,100,219
2012,20,Oaxaca,479,Santiago Nejapilla,18,310,1,242,1768,22,111,219
2013,20,Oaxaca,479,Santiago Nejapilla,18,300,1,271,1802,47,117,219
2014,20,Oaxaca,479,Santiago Nejapilla,25,420,2,240,1749,59,125,219
2015,20,Oaxaca,479,Santiago Nejapilla,25,740,4,247,1683,54,125,202
2016,20,Oaxaca,479,Santiago Nejapilla,5,340,2,271,1785,61,136,202
2017,20,Oaxaca,479,Santiago Nejapilla,8,840,4,273,1725,34,147,202
2018,20,Oaxaca,479,Santiago Nejapilla,10,1390,7,278,1664,41,151,202
2019,20,Oaxaca,479,Santiago Nejapilla,170,2950,15,189,1510,31,166,202
2020,20,Oaxaca,479,Santiago Nejapilla,185,5040,29,143,1318,31,162,174
2021,20,Oaxaca,479,Santiago Nejapilla,185,3410,20,183,1450,34,176,174
2022,20,Oaxaca,479,Santiago Nejapilla,87,2410,14,215,1582,40,197,174
2023,20,Oaxaca,479,Santiago Nejapilla,84,4890,28,188,1448,52,212,174
2024,20,Oaxaca,479,Santiago Nejapilla,25,3180,18,215,1544,50,225,174
2010,20,Oaxaca,480,Santiago Nundiche,0,0,0,377,1885,20,92,967
2011,20,Oaxaca,480,Santiago Nundiche,0,0,0,305,1839,21,100,967
2012,20,Oaxaca,480,Santiago Nundiche,5,1000,1,248,1788,22,111,967
2013,20,Oaxaca,480,Santiago Nundiche,0,0,0,285,1845,47,117,967
2014,20,Oaxaca,480,Santiago Nundiche,0,0,0,264,1812,59,125,967
2015,20,Oaxaca,480,Santiago Nundiche,0,0,0,298,1832,54,125,877
2016,20,Oaxaca,480,Santiago Nundiche,7,7200,8,222,1578,61,136,877
2017,20,Oaxaca,480,Santiago Nundiche,7,7056,8,234,1603,34,147,877
2018,20,Oaxaca,480,Santiago Nundiche,12,8961,10,253,1572,41,151,877
2019,20,Oaxaca,480,Santiago Nundiche,122,45958,52,78,1110,31,166,877
2020,20,Oaxaca,480,Santiago Nundiche,32,12210,9,228,1605,31,162,1351
2021,20,Oaxaca,480,Santiago Nundiche,32,20530,15,198,1507,34,176,1351
2022,20,Oaxaca,480,Santiago Nundiche,96,17560,13,222,1595,40,197,1351
2023,20,Oaxaca,480,Santiago Nundiche,91,12610,9,270,1705,52,212,1351
2024,20,Oaxaca,480,Santiago Nundiche,102,15280,11,247,1649,50,225,1351
2010,20,Oaxaca,481,Santiago Nuyoó,0,0,0,377,1885,20,92,1966
2011,20,Oaxaca,481,Santiago Nuyoó,0,0,0,305,1839,21,100,1966
2012,20,Oaxaca,481,Santiago Nuyoó,0,0,0,260,1819,22,111,1966
2013,20,Oaxaca,481,Santiago Nuyoó,0,0,0,285,1845,47,117,1966
2014,20,Oaxaca,481,Santiago Nuyoó,0,0,0,264,1812,59,125,1966
2015,20,Oaxaca,481,Santiago Nuyoó,0,0,0,298,1832,54,125,1820
2016,20,Oaxaca,481,Santiago Nuyoó,0,0,0,293,1852,61,136,1820
2017,20,Oaxaca,481,Santiago Nuyoó,0,0,0,314,1875,34,147,1820
2018,20,Oaxaca,481,Santiago Nuyoó,0,0,0,347,1913,41,151,1820
2019,20,Oaxaca,481,Santiago Nuyoó,0,0,0,287,1873,31,166,1820
2020,20,Oaxaca,481,Santiago Nuyoó,0,0,0,295,1884,31,162,1898
2021,20,Oaxaca,481,Santiago Nuyoó,0,0,0,313,1909,34,176,1898
2022,20,Oaxaca,481,Santiago Nuyoó,0,0,0,314,1933,40,197,1898
2023,20,Oaxaca,481,Santiago Nuyoó,0,0,0,350,1945,52,212,1898
2024,20,Oaxaca,481,Santiago Nuyoó,0,0,0,325,1925,50,225,1898
2010,20,Oaxaca,482,Santiago Pinotepa Nacional,4358,3142159,62,48,850,20,92,50309
2011,20,Oaxaca,482,Santiago Pinotepa Nacional,4771,3218876,64,56,869,21,100,50309
2012,20,Oaxaca,482,Santiago Pinotepa Nacional,4771,3171987,63,59,928,22,111,50309
2013,20,Oaxaca,482,Santiago Pinotepa Nacional,4771,2975527,59,73,971,47,117,50309
2014,20,Oaxaca,482,Santiago Pinotepa Nacional,5126,3183480,63,67,962,59,125,50309
2015,20,Oaxaca,482,Santiago Pinotepa Nacional,5114,3180806,60,71,990,54,125,53148
2016,20,Oaxaca,482,Santiago Pinotepa Nacional,5007,3006497,57,85,1043,61,136,53148
2017,20,Oaxaca,482,Santiago Pinotepa Nacional,5112,3249527,61,85,1032,34,147,53148
2018,20,Oaxaca,482,Santiago Pinotepa Nacional,5369,3412003,64,101,1021,41,151,53148
2019,20,Oaxaca,482,Santiago Pinotepa Nacional,5997,1531869,29,133,1323,31,166,53148
2020,20,Oaxaca,482,Santiago Pinotepa Nacional,5312,3482515,62,78,1063,31,162,55840
2021,20,Oaxaca,482,Santiago Pinotepa Nacional,5502,4054751,73,76,1046,34,176,55840
2022,20,Oaxaca,482,Santiago Pinotepa Nacional,3579,3825398,69,88,1121,40,197,55840
2023,20,Oaxaca,482,Santiago Pinotepa Nacional,5816,4400233,79,94,1097,52,212,55840
2024,20,Oaxaca,482,Santiago Pinotepa Nacional,5370,3381380,61,116,1196,50,225,55840
2010,20,Oaxaca,483,Santiago Suchilquitongo,689,171465,18,157,1279,20,92,9542
2011,20,Oaxaca,483,Santiago Suchilquitongo,689,125355,13,167,1392,21,100,9542
2012,20,Oaxaca,483,Santiago Suchilquitongo,770,227060,24,115,1239,22,111,9542
2013,20,Oaxaca,483,Santiago Suchilquitongo,786,235155,25,128,1253,47,117,9542
2014,20,Oaxaca,483,Santiago Suchilquitongo,952,288575,30,119,1220,59,125,9542
2015,20,Oaxaca,483,Santiago Suchilquitongo,999,303808,29,123,1223,54,125,10397
2016,20,Oaxaca,483,Santiago Suchilquitongo,900,275694,27,152,1304,61,136,10397
2017,20,Oaxaca,483,Santiago Suchilquitongo,850,184210,18,185,1422,34,147,10397
2018,20,Oaxaca,483,Santiago Suchilquitongo,977,244409,24,192,1377,41,151,10397
2019,20,Oaxaca,483,Santiago Suchilquitongo,0,0,0,287,1873,31,166,10397
2020,20,Oaxaca,483,Santiago Suchilquitongo,0,0,0,295,1884,31,162,10886
2021,20,Oaxaca,483,Santiago Suchilquitongo,0,0,0,313,1909,34,176,10886
2022,20,Oaxaca,483,Santiago Suchilquitongo,0,0,0,314,1933,40,197,10886
2023,20,Oaxaca,483,Santiago Suchilquitongo,96,38164,4,307,1842,52,212,10886
2024,20,Oaxaca,483,Santiago Suchilquitongo,603,160965,15,237,1603,50,225,10886
2010,20,Oaxaca,484,Santiago Tamazola,385,127270,30,94,1096,20,92,4207
2011,20,Oaxaca,484,Santiago Tamazola,385,96506,23,130,1238,21,100,4207
2012,20,Oaxaca,484,Santiago Tamazola,550,167815,40,83,1077,22,111,4207
2013,20,Oaxaca,484,Santiago Tamazola,645,203080,48,87,1042,47,117,4207
2014,20,Oaxaca,484,Santiago Tamazola,645,197203,47,86,1075,59,125,4207
2015,20,Oaxaca,484,Santiago Tamazola,472,144552,34,106,1173,54,125,4250
2016,20,Oaxaca,484,Santiago Tamazola,464,121702,29,142,1282,61,136,4250
2017,20,Oaxaca,484,Santiago Tamazola,356,120150,28,151,1303,34,147,4250
2018,20,Oaxaca,484,Santiago Tamazola,378,166470,39,136,1195,41,151,4250
2019,20,Oaxaca,484,Santiago Tamazola,1019,191500,45,94,1169,31,166,4250
2020,20,Oaxaca,484,Santiago Tamazola,1099,313836,70,68,1026,31,162,4458
2021,20,Oaxaca,484,Santiago Tamazola,1125,220520,49,103,1170,34,176,4458
2022,20,Oaxaca,484,Santiago Tamazola,0,308550,69,86,1116,40,197,4458
2023,20,Oaxaca,484,Santiago Tamazola,464,342540,77,95,1105,52,212,4458
2024,20,Oaxaca,484,Santiago Tamazola,537,366452,82,88,1092,50,225,4458
2010,20,Oaxaca,485,Santiago Tapextla,88,10060,3,316,1698,20,92,3031
2011,20,Oaxaca,485,Santiago Tapextla,88,6800,2,260,1723,21,100,3031
2012,20,Oaxaca,485,Santiago Tapextla,120,25883,9,183,1512,22,111,3031
2013,20,Oaxaca,485,Santiago Tapextla,120,20680,7,210,1566,47,117,3031
2014,20,Oaxaca,485,Santiago Tapextla,166,29708,10,188,1513,59,125,3031
2015,20,Oaxaca,485,Santiago Tapextla,142,25391,8,218,1564,54,125,3208
2016,20,Oaxaca,485,Santiago Tapextla,45,9390,3,262,1732,61,136,3208
2017,20,Oaxaca,485,Santiago Tapextla,0,0,0,314,1875,34,147,3208
2018,20,Oaxaca,485,Santiago Tapextla,0,0,0,347,1913,41,151,3208
2019,20,Oaxaca,485,Santiago Tapextla,0,0,0,287,1873,31,166,3208
2020,20,Oaxaca,485,Santiago Tapextla,25,2560,1,287,1869,31,162,3134
2021,20,Oaxaca,485,Santiago Tapextla,0,0,0,313,1909,34,176,3134
2022,20,Oaxaca,485,Santiago Tapextla,16,11110,4,289,1824,40,197,3134
2023,20,Oaxaca,485,Santiago Tapextla,5,2100,1,335,1934,52,212,3134
2024,20,Oaxaca,485,Santiago Tapextla,1,100,0,325,1925,50,225,3134
2010,20,Oaxaca,486,Villa Tejúpam de la Unión,0,0,0,377,1885,20,92,2469
2011,20,Oaxaca,486,Villa Tejúpam de la Unión,0,0,0,305,1839,21,100,2469
2012,20,Oaxaca,486,Villa Tejúpam de la Unión,0,0,0,260,1819,22,111,2469
2013,20,Oaxaca,486,Villa Tejúpam de la Unión,0,0,0,285,1845,47,117,2469
2014,20,Oaxaca,486,Villa Tejúpam de la Unión,0,0,0,264,1812,59,125,2469
2015,20,Oaxaca,486,Villa Tejúpam de la Unión,12,4650,2,268,1769,54,125,2403
2016,20,Oaxaca,486,Villa Tejúpam de la Unión,23,9800,4,249,1693,61,136,2403
2017,20,Oaxaca,486,Villa Tejúpam de la Unión,0,0,0,314,1875,34,147,2403
2018,20,Oaxaca,486,Villa Tejúpam de la Unión,0,0,0,347,1913,41,151,2403
2019,20,Oaxaca,486,Villa Tejúpam de la Unión,0,0,0,287,1873,31,166,2403
2020,20,Oaxaca,486,Villa Tejúpam de la Unión,0,0,0,295,1884,31,162,2419
2021,20,Oaxaca,486,Villa Tejúpam de la Unión,0,0,0,313,1909,34,176,2419
2022,20,Oaxaca,486,Villa Tejúpam de la Unión,0,0,0,314,1933,40,197,2419
2023,20,Oaxaca,486,Villa Tejúpam de la Unión,5,1100,0,339,1945,52,212,2419
2024,20,Oaxaca,486,Villa Tejúpam de la Unión,0,0,0,325,1925,50,225,2419
2010,20,Oaxaca,487,Santiago Tenango,150,117824,61,51,860,20,92,1945
2011,20,Oaxaca,487,Santiago Tenango,150,117713,61,59,895,21,100,1945
2012,20,Oaxaca,487,Santiago Tenango,184,150817,78,47,848,22,111,1945
2013,20,Oaxaca,487,Santiago Tenango,184,118330,61,70,955,47,117,1945
2014,20,Oaxaca,487,Santiago Tenango,184,89566,46,87,1079,59,125,1945
2015,20,Oaxaca,487,Santiago Tenango,347,168893,85,51,865,54,125,1995
2016,20,Oaxaca,487,Santiago Tenango,332,143082,72,69,960,61,136,1995
2017,20,Oaxaca,487,Santiago Tenango,340,143697,72,73,966,34,147,1995
2018,20,Oaxaca,487,Santiago Tenango,389,147576,74,90,962,41,151,1995
2019,20,Oaxaca,487,Santiago Tenango,348,144191,72,60,996,31,166,1995
2020,20,Oaxaca,487,Santiago Tenango,310,128647,65,72,1046,31,162,1966
2021,20,Oaxaca,487,Santiago Tenango,329,115097,59,90,1121,34,176,1966
2022,20,Oaxaca,487,Santiago Tenango,346,176530,90,70,1018,40,197,1966
2023,20,Oaxaca,487,Santiago Tenango,448,198327,101,74,1005,52,212,1966
2024,20,Oaxaca,487,Santiago Tenango,967,217105,110,67,982,50,225,1966
2010,20,Oaxaca,488,Santiago Tepetlapa,64,11054,84,30,736,20,92,131
2011,20,Oaxaca,488,Santiago Tepetlapa,64,10634,81,41,773,21,100,131
2012,20,Oaxaca,488,Santiago Tepetlapa,86,14440,110,23,711,22,111,131
2013,20,Oaxaca,488,Santiago Tepetlapa,106,17868,136,21,648,47,117,131
2014,20,Oaxaca,488,Santiago Tepetlapa,106,11650,89,45,840,59,125,131
2015,20,Oaxaca,488,Santiago Tepetlapa,165,18160,159,26,614,54,125,114
2016,20,Oaxaca,488,Santiago Tepetlapa,198,27411,240,15,454,61,136,114
2017,20,Oaxaca,488,Santiago Tepetlapa,176,15535,136,34,736,34,147,114
2018,20,Oaxaca,488,Santiago Tepetlapa,191,16141,142,40,722,41,151,114
2019,20,Oaxaca,488,Santiago Tepetlapa,152,18285,160,25,709,31,166,114
2020,20,Oaxaca,488,Santiago Tepetlapa,118,14218,109,43,850,31,162,130
2021,20,Oaxaca,488,Santiago Tepetlapa,198,32139,247,18,554,34,176,130
2022,20,Oaxaca,488,Santiago Tepetlapa,0,37395,288,17,537,40,197,130
2023,20,Oaxaca,488,Santiago Tepetlapa,326,24516,189,40,746,52,212,130
2024,20,Oaxaca,488,Santiago Tepetlapa,7,36824,283,18,577,50,225,130
2010,20,Oaxaca,489,Santiago Tetepec,26,7246,1,357,1828,20,92,4953
2011,20,Oaxaca,489,Santiago Tetepec,26,1960,0,305,1839,21,100,4953
2012,20,Oaxaca,489,Santiago Tetepec,0,0,0,260,1819,22,111,4953
2013,20,Oaxaca,489,Santiago Tetepec,3,60,0,285,1845,47,117,4953
2014,20,Oaxaca,489,Santiago Tetepec,0,0,0,264,1812,59,125,4953
2015,20,Oaxaca,489,Santiago Tetepec,0,0,0,298,1832,54,125,4994
2016,20,Oaxaca,489,Santiago Tetepec,0,0,0,293,1852,61,136,4994
2017,20,Oaxaca,489,Santiago Tetepec,0,0,0,314,1875,34,147,4994
2018,20,Oaxaca,489,Santiago Tetepec,0,0,0,347,1913,41,151,4994
2019,20,Oaxaca,489,Santiago Tetepec,0,0,0,287,1873,31,166,4994
2020,20,Oaxaca,489,Santiago Tetepec,0,0,0,295,1884,31,162,4909
2021,20,Oaxaca,489,Santiago Tetepec,0,0,0,313,1909,34,176,4909
2022,20,Oaxaca,489,Santiago Tetepec,0,0,0,314,1933,40,197,4909
2023,20,Oaxaca,489,Santiago Tetepec,0,0,0,350,1945,52,212,4909
2024,20,Oaxaca,489,Santiago Tetepec,0,0,0,325,1925,50,225,4909
2010,20,Oaxaca,490,Santiago Texcalcingo,58,16800,5,272,1604,20,92,3076
2011,20,Oaxaca,490,Santiago Texcalcingo,58,5555,2,268,1753,21,100,3076
2012,20,Oaxaca,490,Santiago Texcalcingo,58,2750,1,250,1793,22,111,3076
2013,20,Oaxaca,490,Santiago Texcalcingo,63,3010,1,276,1816,47,117,3076
2014,20,Oaxaca,490,Santiago Texcalcingo,2086,256195,83,50,866,59,125,3076
2015,20,Oaxaca,490,Santiago Texcalcingo,2335,287200,93,44,826,54,125,3098
2016,20,Oaxaca,490,Santiago Texcalcingo,1987,183808,59,84,1028,61,136,3098
2017,20,Oaxaca,490,Santiago Texcalcingo,1987,186632,60,86,1038,34,147,3098
2018,20,Oaxaca,490,Santiago Texcalcingo,1969,178047,57,106,1067,41,151,3098
2019,20,Oaxaca,490,Santiago Texcalcingo,0,0,0,287,1873,31,166,3098
2020,20,Oaxaca,490,Santiago Texcalcingo,0,0,0,295,1884,31,162,2974
2021,20,Oaxaca,490,Santiago Texcalcingo,0,0,0,313,1909,34,176,2974
2022,20,Oaxaca,490,Santiago Texcalcingo,0,0,0,314,1933,40,197,2974
2023,20,Oaxaca,490,Santiago Texcalcingo,0,0,0,350,1945,52,212,2974
2024,20,Oaxaca,490,Santiago Texcalcingo,0,0,0,325,1925,50,225,2974
2010,20,Oaxaca,491,Santiago Textitlán,0,0,0,377,1885,20,92,4170
2011,20,Oaxaca,491,Santiago Textitlán,0,0,0,305,1839,21,100,4170
2012,20,Oaxaca,491,Santiago Textitlán,0,0,0,260,1819,22,111,4170
2013,20,Oaxaca,491,Santiago Textitlán,0,0,0,285,1845,47,117,4170
2014,20,Oaxaca,491,Santiago Textitlán,0,0,0,264,1812,59,125,4170
2015,20,Oaxaca,491,Santiago Textitlán,0,0,0,298,1832,54,125,4404
2016,20,Oaxaca,491,Santiago Textitlán,0,0,0,293,1852,61,136,4404
2017,20,Oaxaca,491,Santiago Textitlán,0,0,0,314,1875,34,147,4404
2018,20,Oaxaca,491,Santiago Textitlán,540,540000,123,51,779,41,151,4404
2019,20,Oaxaca,491,Santiago Textitlán,0,0,0,287,1873,31,166,4404
2020,20,Oaxaca,491,Santiago Textitlán,125,150000,30,139,1306,31,162,4930
2021,20,Oaxaca,491,Santiago Textitlán,0,0,0,313,1909,34,176,4930
2022,20,Oaxaca,491,Santiago Textitlán,0,0,0,314,1933,40,197,4930
2023,20,Oaxaca,491,Santiago Textitlán,600,210306,43,154,1321,52,212,4930
2024,20,Oaxaca,491,Santiago Textitlán,493,192693,39,151,1340,50,225,4930
2010,20,Oaxaca,492,Santiago Tilantongo,225,33486,10,214,1441,20,92,3210
2011,20,Oaxaca,492,Santiago Tilantongo,254,42289,13,166,1391,21,100,3210
2012,20,Oaxaca,492,Santiago Tilantongo,263,48392,15,151,1366,22,111,3210
2013,20,Oaxaca,492,Santiago Tilantongo,263,41695,13,168,1430,47,117,3210
2014,20,Oaxaca,492,Santiago Tilantongo,263,28390,9,193,1528,59,125,3210
2015,20,Oaxaca,492,Santiago Tilantongo,775,83655,28,127,1235,54,125,2956
2016,20,Oaxaca,492,Santiago Tilantongo,364,47145,16,191,1433,61,136,2956
2017,20,Oaxaca,492,Santiago Tilantongo,233,48900,17,189,1446,34,147,2956
2018,20,Oaxaca,492,Santiago Tilantongo,257,52240,18,217,1448,41,151,2956
2019,20,Oaxaca,492,Santiago Tilantongo,396,70330,24,147,1370,31,166,2956
2020,20,Oaxaca,492,Santiago Tilantongo,375,66670,24,159,1367,31,162,2764
2021,20,Oaxaca,492,Santiago Tilantongo,380,92135,33,132,1295,34,176,2764
2022,20,Oaxaca,492,Santiago Tilantongo,303,92470,33,146,1360,40,197,2764
2023,20,Oaxaca,492,Santiago Tilantongo,75,48460,18,228,1560,52,212,2764
2024,20,Oaxaca,492,Santiago Tilantongo,69,27110,10,257,1683,50,225,2764
2010,20,Oaxaca,493,Santiago Tillo,220,15800,29,99,1118,20,92,553
2011,20,Oaxaca,493,Santiago Tillo,220,9870,18,144,1306,21,100,553
2012,20,Oaxaca,493,Santiago Tillo,231,18005,33,94,1141,22,111,553
2013,20,Oaxaca,493,Santiago Tillo,231,12092,22,137,1292,47,117,553
2014,20,Oaxaca,493,Santiago Tillo,231,12030,22,141,1317,59,125,553
2015,20,Oaxaca,493,Santiago Tillo,323,17110,33,109,1186,54,125,523
2016,20,Oaxaca,493,Santiago Tillo,322,16920,32,133,1244,61,136,523
2017,20,Oaxaca,493,Santiago Tillo,133,17080,33,137,1255,34,147,523
2018,20,Oaxaca,493,Santiago Tillo,160,23240,44,126,1149,41,151,523
2019,20,Oaxaca,493,Santiago Tillo,222,27000,52,80,1114,31,166,523
2020,20,Oaxaca,493,Santiago Tillo,302,56510,104,48,873,31,162,545
2021,20,Oaxaca,493,Santiago Tillo,365,59200,109,47,888,34,176,545
2022,20,Oaxaca,493,Santiago Tillo,102,35600,65,92,1133,40,197,545
2023,20,Oaxaca,493,Santiago Tillo,127,57500,106,69,981,52,212,545
